sample_id,lat,lon,elevation,slope_deg,aspect_deg,drainage_density,lithology,landuse,mean_annual_rainfall_mm,label
S-0189,27.155905806402565,88.33629195598634,3110.323078823401,44.19171116975393,185.26656316188593,0.6165712061726312,phyllite,forest,2914.578407451858,1
S-0190,27.56531544737176,88.52300494829882,2937.9745240267544,23.04939169772795,359.1288134146502,0.7766832721821302,phyllite,agriculture,3447.2762858661204,1
S-0191,27.257191683425983,88.0996518327405,427.8510531056613,4.225579609763475,349.00509014121155,0.3584745037989849,alluvium,scrub,3022.0960297117695,0
S-0192,28.03696419503127,88.60993775300902,1920.4953596974867,26.300104559688048,170.9556611312534,0.27176920328204246,alluvium,agriculture,3271.5818314366593,0
S-0193,28.078705891584615,88.42948056995463,1236.9924511495117,7.991120606176339,89.38592923870539,0.6809787960710603,phyllite,forest,3709.1967303917554,0
S-0194,28.134832382189366,88.38696134491005,1903.145578054354,12.033774644303506,32.6526357923887,0.7718973872358085,phyllite,forest,2132.786160044361,0
S-0195,28.112117986618323,88.82441066062385,2363.9977418570547,41.833771131824705,354.7944610181734,0.5469065470729993,gneiss,barren,3445.1861521898395,1
S-0196,27.75218997934105,88.70461474675456,952.3294077669824,0.0,14.241675020469051,0.36390191690435053,gneiss,forest,2630.9756068805013,0
S-0197,27.273561326667817,88.62136175906396,944.0984171113944,0.0,258.03063005889936,0.2103389768086845,alluvium,agriculture,3282.9700113244803,0
S-0198,27.052564518944674,88.89313800765026,2051.7145232326457,33.41324715060667,278.5394457905855,0.7959439614246853,phyllite,forest,2939.7745518377633,1
S-0199,28.17088322926759,88.84492481878634,1805.1060078397757,0.0,102.5307319139602,0.4091356474163046,phyllite,scrub,3364.0647981207744,0
S-0200,27.11301281746518,88.0977181670219,2935.7459864965786,41.61921853928844,264.1512590776498,0.7237178627357663,gneiss,built-up,3541.8742920542245,1
S-0201,27.101333185367867,88.04804373936446,1458.9073012785896,37.29319618347929,138.42157607637412,0.7046628381656729,schist,barren,2813.8595220764946,1
S-0202,27.390990429765782,88.46697252434781,2591.1751712088308,41.47708452450957,84.43265415886749,0.7955359425058315,gneiss,agriculture,3319.004428474222,1
S-0203,27.845805987651815,88.36662614907668,849.6652986090807,20.978176409147643,141.86591070064821,0.4133433528688039,quartzite,agriculture,3389.3652325767025,0
S-0204,27.761081320760074,88.13268335813703,1604.1409549789635,17.412418454503232,87.01185527320715,0.3357071319479098,alluvium,agriculture,3259.3025698063952,0
S-0205,27.469808210021316,88.20265989949499,1920.1068296643793,15.703703170648016,7.8593009924921775,0.39861338334800706,gneiss,forest,2414.4899251062448,0
S-0206,28.15270435500795,88.24672095431976,1211.1970361258664,19.078565662208945,256.89117956667025,0.28486993501116714,alluvium,forest,2469.2763578427707,0
S-0207,27.939282272700343,88.47137765384588,2601.792509689301,51.361861000121706,302.8333342373843,0.6930119094490991,gneiss,built-up,3934.490335892008,1
S-0208,27.678283327777425,88.17979808649406,2384.1783063503294,51.6386222981391,252.31716364343706,0.7586896989899852,schist,built-up,3820.752048048995,1
S-0209,27.027364645235636,88.37463618313288,1459.7317437174918,29.003052135122463,119.91389796382961,0.4986737250443639,quartzite,forest,2929.9544191426153,1
S-0210,27.124083561267064,88.78750444801115,2744.608748355396,36.40351692577983,149.97946790489323,0.79998590029143,schist,agriculture,2207.7165960061834,1
S-0211,27.88388771173888,88.20222052709128,991.6407908067965,10.071607795550998,191.96993153941497,0.22003757920108416,quartzite,agriculture,2728.0239648466777,0
S-0212,27.153736359210654,88.6542951528582,2347.9969948435496,48.67222416571983,14.740905702859113,0.3629097166988716,quartzite,built-up,2649.4450003688207,1
S-0213,27.257501607383436,88.27085382260285,1768.3273676303093,32.404277139505105,72.71245356796136,0.5374451758962909,phyllite,barren,2476.921256090027,1
S-0214,27.506119275257472,88.4314753673253,1405.683409466591,23.19610140341352,94.85115414815436,0.6516389168600771,alluvium,forest,2777.7259789400023,0
S-0215,27.761661984000707,88.64386641665422,1914.5281692391027,30.805197667152097,141.25287345184583,0.6815973043757309,phyllite,built-up,2799.4834268973823,1
S-0216,27.99871176167424,88.13795588496204,1850.534785710627,38.91520178173208,125.29131242742515,0.7304195915346668,phyllite,agriculture,3716.2255049284695,1
S-0217,27.765524093095973,88.41744529941658,1914.3981468051516,5.7127043489060885,268.95991416746796,0.44071873738258516,alluvium,scrub,2594.545495714036,0
S-0218,27.48599287379498,88.79454300943067,1672.9691470723872,0.0,339.32462411316163,0.41108958406032026,schist,barren,3557.2195541690176,0
S-0219,27.524582302646795,88.8431318354804,1613.996403702592,38.06339062362269,322.42855729813084,0.9038830900443418,gneiss,barren,2300.086488819357,1
S-0220,27.498968882604732,88.53202943449988,1033.1919400758477,41.34295128497715,21.790242297553007,0.7417863871767708,phyllite,agriculture,3221.39265072876,1
S-0221,27.986656255312568,88.0880091977009,1290.5267237043183,23.570436311436925,14.032575913435341,0.22799143814799852,quartzite,forest,2417.2653148481413,0
S-0222,27.042211178621304,88.36149547060845,909.0254843181837,22.03163222160714,8.016775426656002,0.3357552034110992,phyllite,scrub,2984.0874557740253,0
S-0223,27.412969293676017,88.17790028402918,2138.921677872591,26.698842107786888,62.930659043881825,0.35806288444857526,phyllite,built-up,3512.917517081885,0
S-0224,28.071745345586635,88.84243921304407,2419.543339464788,29.666311940505942,17.531450032986456,0.9677752603108196,alluvium,barren,2670.9835466833283,1
S-0225,28.19377787139553,88.16995277842808,1505.2222442303607,16.597080143292118,244.8125767468409,0.3526001943726961,alluvium,agriculture,2783.026475968357,0
S-0226,27.546931547800334,88.13155591977343,2465.0323528007334,45.068496408990505,155.8700974323962,0.7053364715476936,phyllite,barren,3190.7065156598537,1
S-0227,27.487664233728083,88.37720288738467,2622.19259524266,54.28936947623991,84.63496207703741,0.7379327222454848,alluvium,agriculture,3895.8592167724046,1
S-0228,27.463609748667817,88.75295173692943,2214.2104061400755,18.316930280213626,190.9588246571084,0.7006767678758248,schist,forest,2952.50855603239,0
S-0229,27.935843812646773,88.89534179225879,1529.3022489280988,26.826231485728474,151.66084596597167,0.38734008655949864,alluvium,built-up,2403.55747376506,0
S-0230,27.80377679361901,88.23621446433059,2166.5234135508995,26.58061773857596,144.48800071921966,0.9593493011328554,gneiss,barren,2475.752528007842,1
S-0231,27.27111474950014,88.86806699752529,1308.1598215969093,13.32774195178064,95.69138877902364,0.44074900635183095,alluvium,forest,3130.869119848489,0
S-0232,27.55165135734431,88.76200394545742,2021.0634795688163,23.20278427406204,64.04849578661201,0.35208473139987667,gneiss,agriculture,2979.9261306226135,0
S-0233,27.623459517731632,88.35571118838301,1341.7446289195836,0.0,11.18505602514238,0.07062728710628075,phyllite,built-up,3341.2294310168236,0
S-0234,27.954946278200364,88.4148382519658,792.4745547076061,20.390355149342064,234.4805995464167,0.3601506887094064,gneiss,agriculture,2975.8064577165715,0
S-0235,27.5320970385928,88.49936722245234,2631.914006849094,57.510125601263,148.16736078986156,0.8396257339525793,quartzite,agriculture,3603.0043083946234,1
S-0236,27.345993724716294,88.78710583675372,1591.7199253094361,36.29592418835796,212.51529031793365,0.7090578892636625,phyllite,forest,2839.64120187817,1
S-0237,27.361814506977453,88.54541423863002,1398.8702294705374,33.51435791971646,202.13618198917845,0.7043664919865004,phyllite,forest,3779.7379204945214,1
S-0238,27.573535896887797,88.3690439082235,1655.6752146990557,19.342865795820767,242.9325908661131,0.2797361453150813,gneiss,agriculture,2405.503955793361,0
S-0239,27.07599417444307,88.36259164765687,437.31431256285657,20.376914520771493,52.82756395475489,0.45972386119114017,alluvium,built-up,2470.9191907683594,0
S-0240,27.57067340787952,88.65683372167258,2046.4279081614777,6.394112330838141,324.0328601317257,0.3521108124310257,phyllite,forest,2764.837405052314,0
S-0241,27.65219471409583,88.01422499989611,1782.2625189964012,27.470529982392684,4.959847905858119,0.3789772369719797,alluvium,forest,2987.74426384831,0
S-0242,28.045690904089454,88.43056443347801,2086.9095358586546,2.263895982068357,306.6199857909067,0.4665609438486347,gneiss,scrub,2583.206639909523,0
S-0243,27.37483996965845,88.74800140491242,2518.766905448848,52.33214506606173,307.00120666748853,0.7018079770902738,schist,forest,3182.225532918258,1
S-0244,27.189028009580976,88.2412765943385,1334.0612530286212,3.021014639243706,216.49419461208524,0.3001747205241492,gneiss,agriculture,3197.7401872497276,0
S-0245,27.32037079571027,88.81238782953486,1284.547087076235,27.27866978573141,119.064867139752,0.6981521060606033,phyllite,forest,3191.1008820603156,1
S-0246,28.157247833869775,88.83700301261925,1711.9837141867238,20.31482939391945,103.17375536897278,0.42340759084076135,schist,forest,3374.002471195574,0
S-0247,27.26244507138196,88.31017679786046,1367.115917570961,15.261561802026167,283.520010550758,0.24207776810321785,alluvium,barren,2923.76513590397,0
S-0248,27.274374723194537,88.51405062585017,1335.3638466500533,29.471316336662166,100.61545448526826,0.35775474821429215,gneiss,forest,3462.9504480929986,0
S-0249,27.836841634871234,88.49863252918514,2276.2812560512343,41.28662002282481,103.7621683756459,0.741721558968194,gneiss,agriculture,2671.804406337185,1
S-0250,27.860268226990794,88.6714128522191,2429.692885858306,36.20773374550245,202.381464145526,0.651060699246544,gneiss,barren,2394.358962053884,1
S-0251,27.797821027910437,88.12950775229612,2352.18336451513,41.6653140723723,123.09369787643773,0.7017168158637198,alluvium,forest,2980.178951547967,1
S-0252,27.416243765441806,88.22444881824899,1781.300888086269,37.32019744015595,182.94024809263504,0.5959740753141578,gneiss,forest,2727.999688613096,1
S-0253,27.52665412770246,88.8065446946558,2148.2558659670194,42.278904406949174,349.13344201400497,0.782310822829619,alluvium,agriculture,3346.483839113575,1
S-0254,28.110144142052157,88.16334856863688,2876.7929447846986,39.87973587486105,310.5952429467161,0.6912383134211976,gneiss,barren,2088.802287708571,1
S-0255,28.163011652817268,88.22305560665622,2227.176792695191,29.737705336360474,283.5323410425621,0.5870662124157068,schist,barren,3677.447428742551,1
S-0256,27.16770298033117,88.27929130561009,2356.004735775622,42.303013589575535,98.93701827182413,0.6923204332275105,gneiss,built-up,3491.4856936297383,1
S-0257,27.797176248392866,88.12630563735752,2301.1530959155966,46.97815408410548,322.9188475582783,0.6133158837883516,gneiss,barren,3184.584695262635,1
S-0258,27.57952606736614,88.51135061616223,1087.2949361110477,15.459280571505262,291.7089198984479,0.5102693100866447,quartzite,scrub,2873.165892051482,0
S-0259,27.563466973530968,88.69481118889989,2785.6235467336596,35.156361619599046,308.9251096649363,0.43245833054287247,quartzite,barren,3004.3690127524305,1
S-0260,27.835584450093283,88.71713537949265,1971.150284521587,53.64718021669904,55.95896307003209,0.5256880730898569,schist,agriculture,3460.0996022313457,1
S-0261,27.944309253002565,88.45066706758212,1054.35524570095,48.8528700444591,30.532172844874715,0.8341319992770114,phyllite,forest,3426.4751034299334,1
S-0262,27.525409878811004,88.23813784481155,1335.7869344422372,20.428191611200226,181.46300636323832,0.5370817131713675,alluvium,barren,2267.6490989546037,0
S-0263,27.987313935924995,88.03367130055857,1433.069297541931,41.48775894046295,352.0501124665825,0.7148552231510801,gneiss,agriculture,3812.711556240421,1
S-0264,27.193526134840322,88.01605310557929,2097.4191555669777,52.55045576270712,107.77798494533721,0.5290856498362637,phyllite,barren,3153.8004482804263,1
S-0265,27.64152090154713,88.49521572271743,392.9460744844814,17.19073918646765,249.45357261090777,0.37926559597143317,alluvium,scrub,2730.0127853143285,0
S-0266,27.15738620302165,88.14574741322467,1374.3077745178025,6.250103506266635,333.96062488351976,0.25261056205847954,gneiss,built-up,2661.046866560587,0
S-0267,27.7090985897777,88.51410938656849,1902.7998239006324,40.62035812074381,176.2207223425949,0.8246547786501961,schist,built-up,3521.8281206339348,1
S-0268,27.510098121016956,88.12153428645061,1071.4225629308628,0.0,122.95377439258424,0.4969378011733959,alluvium,built-up,2565.6327158193662,0
S-0269,27.453971786848097,88.38926403391814,930.8087943380777,16.88455896511915,152.5158433982178,0.09361608441347666,schist,forest,3129.488370817517,0
S-0270,27.8461984543516,88.01254265893738,2236.0167866162888,35.13751266444308,258.3500931509643,0.7373180964701624,gneiss,barren,2750.892627091602,1
S-0271,27.23988984297013,88.69966435441707,2777.656018053348,29.48462810814232,319.1607223818729,0.6880405654214787,gneiss,scrub,2969.341083106523,1
S-0272,28.123048922413297,88.73850137437589,1346.6986520143985,14.682349741224177,271.35744467182406,0.0787783929693881,gneiss,agriculture,2671.7838486649807,0
S-0273,27.343256762208473,88.68683994083791,1251.8939742100501,11.302983398620436,17.05410242261632,0.3797867931022275,phyllite,agriculture,3135.8272363097008,0
S-0274,28.073625464241378,88.82565603033953,2159.7503404014583,14.559183207661686,86.48962138067103,0.36289902211214375,alluvium,built-up,2640.1804233646285,0
S-0275,27.3727850220973,88.33234555720688,2499.143850461531,14.943065158971875,54.96844818291146,0.4244514551511097,gneiss,built-up,2647.984775123122,0
S-0276,27.048479074610597,88.43301079158684,1626.728956308737,12.394415119410171,31.824824652242786,0.4728145925521163,schist,agriculture,2151.2299492679163,0
S-0277,27.167756397753188,88.10964925416567,1904.4482874044472,19.685939157848765,146.8591024072616,0.6773422183589606,gneiss,forest,2882.9896678168343,1
S-0278,27.81899460476997,88.17679119914311,1864.4298613017095,30.205176032745804,142.89842438922028,0.5046021824748302,phyllite,agriculture,3409.5803816770685,1
S-0279,27.7413466902067,88.12604986422055,462.1317981391239,6.3231150205100946,352.09646848367277,0.23842086093565484,phyllite,agriculture,2881.882674408212,0
S-0280,27.86628813541521,88.89466999520715,1636.6376572928482,26.402631547762446,307.9711308304374,0.42215429971454826,alluvium,scrub,2526.1775903280795,0
S-0281,27.425431161755842,88.46355141630855,3066.155802704972,37.741371520461435,13.30946179242272,0.5477398141406775,schist,scrub,3793.9675146935406,1
S-0282,27.782003361521994,88.32191436837338,717.3898423485754,23.873358491937054,136.1521882834852,0.5033610838040707,phyllite,built-up,3232.9407719166943,0
S-0283,27.77782047560056,88.42140826512423,1271.8145532259455,19.823495550041777,178.05608063080305,0.269069722711829,quartzite,agriculture,3378.8234784124406,0
S-0284,27.11314326418561,88.44813866751001,1600.9996782075436,22.46111074392896,50.32353256915252,0.3111186111027375,phyllite,built-up,3396.0497369186287,0
S-0285,27.597177242838455,88.08013780456754,879.0106321799935,15.811579445200396,108.50422921926685,0.38516466747231465,phyllite,agriculture,2737.9467475277625,0
S-0286,27.025934495856397,88.578234948396,1665.123794355155,29.625365959148073,256.16089497484,0.7338339759265271,phyllite,built-up,3317.173529398917,1
S-0287,27.204711562244263,88.03912755581152,2165.43103263693,43.484279208298,40.34533355953111,0.48365512966608826,schist,scrub,3693.160773641079,1
S-0288,27.167548385014946,88.86044199357038,2395.2261489580114,16.685335021796963,263.92481084143634,0.15708049449368136,gneiss,built-up,2115.4107361078163,0
S-0289,28.154277197459418,88.38329387773616,2462.0939214063856,49.47812660733563,358.0926296166089,0.7593900811646235,phyllite,barren,2960.100220352454,1
S-0290,27.554252676301665,88.70628710432698,3363.8265501730425,33.57464288107816,235.23811524341826,0.7409806034278184,gneiss,forest,3180.1764649793668,1
S-0291,28.116821386253545,88.8009091063651,1332.594330890721,10.301433897889769,281.8154036335123,0.3978642251035361,quartzite,forest,2765.2160097575916,0
S-0292,27.779815921865783,88.15717732384226,1551.7638359626194,29.112026867690815,40.17613256972161,0.8362902039838166,phyllite,forest,2737.0141471066313,1
S-0293,27.32710379689907,88.76589740804695,1748.4579353680563,5.460837356460532,98.60622069817627,0.23089346874517197,gneiss,barren,2691.44940282731,0
S-0294,27.909705288102447,88.26182605432611,2491.3276209938535,41.33070372618255,296.12991262227536,0.6551102944172115,schist,barren,2829.38675553714,1
S-0295,27.227236190007424,88.2123975363585,2195.694820145707,16.361415545535458,247.51221663955386,0.486685706685342,schist,forest,1960.3174629755024,0
S-0296,27.490234372469562,88.43972564081638,2126.2356598798237,42.650802095003066,6.360761159968393,0.7516907357125536,gneiss,scrub,3131.374195913461,1
S-0297,27.539233802572546,88.73491188708152,2550.9768131106352,35.46622431051985,36.68189663323616,0.9141227925526757,phyllite,forest,3518.3354620879095,1
S-0298,28.1776645215036,88.36301896292422,1311.5018143112331,2.591844701215562,306.94417885420194,0.37595107094783387,quartzite,agriculture,3065.7169208222545,0
S-0299,27.31904395375142,88.40850719386867,1044.948281683678,21.13531848765898,324.9194289189235,0.6430290232315157,gneiss,barren,3112.788348758231,1
